Name = S4083 (8%)
Mach = 0; Re = 100000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
160.0	0.184	0.05768	-0.038	0.990	0.004	0.993	0.015	3.186	0.223	0.455
161.0	0.201	0.07205	-0.037	0.990	0.004	0.993	0.013	2.796	0.220	0.433
162.0	0.221	0.06720	-0.037	0.990	0.004	0.993	0.013	3.287	0.237	0.416
163.0	0.242	0.05503	-0.036	0.989	0.004	0.993	0.012	4.397	0.225	0.400
164.0	0.264	0.04744	-0.036	0.989	0.004	0.992	0.011	5.575	0.232	0.384
165.0	0.288	0.04283	-0.035	0.989	0.003	0.992	0.010	6.723	0.239	0.373
166.0	0.311	0.03608	-0.035	0.989	0.003	0.992	0.010	8.628	0.222	0.363
167.0	0.333	0.02903	-0.034	0.989	0.003	0.992	0.008	11.470	0.227	0.353
168.0	0.351	0.02552	-0.034	0.988	0.003	0.992	0.008	13.746	0.241	0.347
169.0	0.362	0.01979	-0.034	0.988	0.003	0.991	0.008	18.272	0.129	0.344
170.0	0.361	0.01679	-0.033	0.988	0.003	0.990	0.007	21.507	0.345	0.341
171.0	0.346	0.01344	-0.032	0.987	0.003	0.990	0.006	25.717	0.280	0.344
172.0	0.311	0.01696	-0.031	0.987	0.003	0.990	0.005	18.329	0.269	0.351
173.0	0.255	0.01328	-0.031	0.986	0.002	0.990	0.005	19.200	0.264	0.370
174.0	0.179	0.00928	-0.030	0.986	0.002	0.989	0.004	19.257	0.257	0.416
175.0	0.085	0.00624	-0.029	0.985	0.002	0.989	0.004	13.552	0.247	0.597
176.0	-0.022	0.00464	-0.030	0.981	0.002	0.989	0.004	-4.797	0.226	-1.107
177.0	-0.137	0.00385	-0.035	0.978	0.003	0.989	0.008	-35.482	-0.012	-0.004
178.0	-0.254	0.00733	-0.091	0.903	0.005	0.995	0.999	-34.718	0.010	-0.108
179.0	-0.373	0.00841	-0.091	0.418	0.614	1.000	0.999	-44.335	0.248	0.005
180.0	-0.489	0.00810	-0.092	0.362	0.983	1.000	0.994	-60.310	0.249	0.063

Name = S4083 (8%)
Mach = 0; Re = 600000; T.U. = 1.0; T.L. = 1.0
Surface Finish = 0; Stall model = 0; Transition model = 1; Aspect Ratio = 0; ground effect = 0
?	Cl	Cd	Cm 0.25	T.U.	T.L.	S.U.	S.L.	L/D	A.C.	C.P.
[°]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]	[-]
-180.0	-0.488	0.00770	-0.092	0.362	0.982	1.000	0.995	-63.429	0.248	0.062
-179.0	-0.604	0.00819	-0.092	0.329	0.985	1.000	0.995	-73.707	0.248	0.098
-178.0	-0.719	0.00870	-0.092	0.305	0.987	1.000	0.995	-82.578	0.248	0.122
-177.0	-0.833	0.00792	-0.092	0.283	0.989	0.998	0.995	-105.193	0.248	0.139
-176.0	-0.946	0.00856	-0.092	0.249	0.991	0.998	0.995	-110.525	0.248	0.152
-175.0	-1.058	0.00922	-0.093	0.223	0.993	0.997	0.995	-114.696	0.248	0.162
-174.0	-1.155	0.01012	-0.093	0.187	0.993	0.996	0.996	-114.146	0.248	0.170
-173.0	-1.233	0.01423	-0.093	0.001	0.993	0.994	0.996	-86.667	0.248	0.175
-172.0	-1.285	0.01491	-0.093	0.001	0.994	0.990	0.996	-86.174	1.182	0.177
-171.0	-1.305	0.00744	-0.026	0.001	0.994	0.002	0.996	-175.329	11.911	0.230
-170.0	-1.291	0.01035	-0.027	0.001	0.994	0.002	0.998	-124.735	0.383	0.229
-169.0	-1.244	0.01344	-0.034	0.001	0.995	0.006	0.998	-92.579	0.353	0.223
-168.0	-1.170	0.01775	-0.039	0.001	0.995	0.012	0.998	-65.938	0.317	0.217
-167.0	-1.079	0.02372	-0.045	0.001	0.995	0.025	0.998	-45.470	0.253	0.208
-166.0	-0.978	0.02820	-0.039	0.001	0.996	0.013	0.998	-34.675	0.216	0.210
-165.0	-0.876	0.03289	-0.038	0.001	0.996	0.011	0.999	-26.629	0.241	0.206
-164.0	-0.778	0.03912	-0.038	0.001	0.996	0.010	0.999	-19.880	0.250	0.202
-163.0	-0.687	0.04638	-0.038	0.001	0.996	0.011	0.999	-14.813	0.244	0.194
-162.0	-0.605	0.05398	-0.037	0.001	0.997	0.008	0.999	-11.215	0.239	0.190
-161.0	-0.533	0.06556	-0.037	0.001	0.997	0.008	0.999	-8.129	0.258	0.181
-160.0	-0.470	0.07389	-0.038	0.001	0.998	0.009	0.999	-6.356	0.265	0.170
-159.0	-0.415	0.07946	-0.038	0.001	0.998	0.010	0.999	-5.218	0.266	0.157
-158.0	-0.367	0.08980	-0.039	0.001	0.998	0.011	0.998	-4.087	0.271	0.143
-157.0	-0.326	0.10237	-0.040	0.001	0.999	0.013	0.999	-3.183	0.259	0.126
-156.0	-0.290	0.10786	-0.040	0.002	0.998	0.012	0.998	-2.691	0.263	0.112
-155.0	-0.260	0.12374	-0.041	0.001	0.998	0.014	0.998	-2.097	0.287	0.091
-154.0	-0.233	0.13679	-0.042	0.001	0.998	0.016	0.998	-1.702	0.256	0.069
-153.0	-0.210	0.15391	-0.041	0.002	0.999	0.015	0.999	-1.362	0.253	0.052
-152.0	-0.189	0.16719	-0.042	0.002	0.999	0.016	0.999	-1.133	0.293	0.027
-151.0	-0.172	0.18348	-0.043	0.002	0.999	0.017	0.999	-0.936	0.263	-0.001
-150.0	-0.156	0.19213	-0.043	0.002	0.999	0.016	0.999	-0.814	0.253	-0.023
-149.0	-0.143	0.21785	-0.043	0.002	0.999	0.017	0.999	-0.655	0.284	-0.052
-148.0	-0.131	0.23553	-0.044	0.002	0.999	0.018	0.999	-0.555	0.287	-0.083
-147.0	-0.120	0.24631	-0.044	0.002	0.999	0.019	0.999	-0.487	0.283	-0.117
-146.0	-0.111	0.26182	-0.044	0.002	0.999	0.019	0.999	-0.422	0.286	-0.150
-145.0	-0.102	0.27167	-0.045	0.002	0.999	0.020	0.999	-0.376	0.306	-0.187
-144.0	-0.095	0.30455	-0.045	0.002	0.999	0.021	0.999	-0.311	0.283	-0.226
-143.0	-0.088	0.32032	-0.045	0.002	0.999	0.021	0.999	-0.274	0.274	-0.263
-142.0	-0.082	0.32661	-0.045	0.002	0.998	0.022	0.998	-0.251	0.312	-0.305
-141.0	-0.076	0.33354	-0.046	0.002	0.998	0.023	0.998	-0.229	0.344	-0.350
-140.0	-0.071	0.36759	-0.046	0.002	0.999	0.024	0.999	-0.194	0.281	-0.399
-139.0	-0.067	0.37654	-0.046	0.002	0.999	0.023	0.999	-0.178	0.237	-0.438
-138.0	-0.063	0.38715	-0.046	0.002	0.999	0.024	0.999	-0.163	0.334	-0.485
-137.0	-0.059	0.41244	-0.047	0.002	0.998	0.025	0.998	-0.144	0.358	-0.539
-136.0	-0.056	0.43891	-0.047	0.002	0.999	0.026	0.999	-0.127	-0.216	-0.590
-135.0	-0.048	0.55023	-0.041	0.002	0.524	0.026	0.525	-0.087	-0.276	-0.616
-134.0	-0.045	0.58434	-0.041	0.002	0.524	0.026	0.525	-0.078	0.268	-0.664
-133.0	-0.043	0.60536	-0.042	0.002	0.524	0.027	0.525	-0.071	0.292	-0.715
-132.0	-0.041	0.63193	-0.042	0.002	0.524	0.027	0.525	-0.065	0.293	-0.768
-131.0	-0.039	0.66435	-0.042	0.002	0.524	0.027	0.525	-0.059	0.295	-0.821
-130.0	-0.037	0.70340	-0.042	0.002	0.524	0.028	0.525	-0.053	0.207	-0.876
-129.0	-0.035	0.70271	-0.042	0.003	0.524	0.027	0.525	-0.050	0.202	-0.922
-128.0	-0.034	0.74504	-0.042	0.003	0.524	0.027	0.525	-0.046	0.266	-0.977
-127.0	-0.033	0.74690	-0.042	0.003	0.524	0.027	0.525	-0.044	0.264	-1.030
-126.0	-0.031	0.79973	-0.042	0.003	0.524	0.028	0.525	-0.039	0.263	-1.086
-125.0	-0.030	0.80676	-0.042	0.003	0.524	0.028	0.525	-0.037	0.216	-1.139
-124.0	-0.029	0.81671	-0.042	0.003	0.524	0.028	0.524	-0.035	0.259	-1.193
-123.0	-0.028	0.84049	-0.042	0.003	0.524	0.028	0.525	-0.033	0.357	-1.249
-122.0	-0.027	0.90329	-0.042	0.003	0.524	0.029	0.525	-0.030	0.358	-1.309
-121.0	-0.026	0.91324	-0.042	0.003	0.524	0.029	0.525	-0.028	0.304	-1.366
-120.0	-0.025	0.92982	-0.042	0.003	0.524	0.029	0.525	-0.027	0.303	-1.422
-119.0	-0.024	0.95318	-0.042	0.003	0.524	0.030	0.525	-0.025	0.240	-1.478
-118.0	-0.024	0.91401	-0.042	0.003	0.524	0.030	0.525	-0.026	0.292	-1.530
-117.0	-0.023	0.94256	-0.042	0.003	0.524	0.030	0.530	-0.024	0.551	-1.586
-116.0	-0.022	0.97211	-0.042	0.003	0.524	0.030	0.544	-0.023	0.581	-1.644
-115.0	-0.022	0.93513	-0.042	0.003	0.524	0.030	0.557	-0.023	0.547	-1.702
-114.0	-0.021	0.97538	-0.043	0.003	0.524	0.031	0.569	-0.022	0.543	-1.765
-113.0	-0.021	0.94602	-0.043	0.003	0.524	0.031	0.582	-0.022	0.624	-1.823
-112.0	-0.020	0.96500	-0.043	0.002	0.524	0.031	0.593	-0.021	0.697	-1.888
-111.0	-0.020	1.03006	-0.043	0.002	0.524	0.032	0.603	-0.019	0.461	-1.948
-110.0	-0.019	1.01314	-0.043	0.002	0.525	0.032	0.611	-0.019	0.300	-2.001
-109.0	-0.019	1.00136	-0.043	0.002	0.526	0.032	0.617	-0.019	0.255	-2.052
-108.0	-0.018	0.99316	-0.043	0.002	0.528	0.032	0.623	-0.018	0.360	-2.102
-107.0	-0.018	1.05237	-0.043	0.002	0.529	0.032	0.629	-0.017	0.368	-2.155
-106.0	-0.018	1.04913	-0.043	0.002	0.531	0.032	0.636	-0.017	0.230	-2.201
-105.0	-0.017	1.04906	-0.043	0.002	0.532	0.032	0.641	-0.017	0.211	-2.246
-104.0	-0.017	1.05186	-0.043	0.002	0.533	0.032	0.647	-0.016	0.209	-2.288
-103.0	-0.017	1.05736	-0.043	0.002	0.535	0.032	0.654	-0.016	0.216	-2.329
-102.0	-0.017	1.04280	-0.043	0.002	0.536	0.032	0.660	-0.016	0.203	-2.367
-101.0	-0.016	1.05285	-0.043	0.002	0.537	0.032	0.667	-0.015	0.177	-2.403
-100.0	-0.016	1.06610	-0.043	0.002	0.538	0.032	0.673	-0.015	0.160	-2.437
-99.0	-0.016	1.08305	-0.043	0.002	0.539	0.032	0.679	-0.015	0.141	-2.468
-98.0	-0.016	1.08382	-0.043	0.002	0.540	0.032	0.685	-0.014	-0.155	-2.497
-97.0	-0.016	0.99779	-0.043	0.002	0.542	0.032	0.692	-0.016	-0.183	-2.518
-96.0	-0.015	1.01719	-0.043	0.002	0.542	0.032	0.699	-0.015	0.114	-2.542
-95.0	-0.015	1.04132	-0.043	0.002	0.544	0.032	0.705	-0.015	0.063	-2.564
-94.0	-0.015	1.05444	-0.043	0.002	0.545	0.032	0.712	-0.014	-0.427	-2.582
-93.0	-0.015	0.97686	-0.043	0.002	0.546	0.031	0.719	-0.015	-0.533	-2.593
-92.0	-0.015	1.00478	-0.043	0.002	0.547	0.031	0.726	-0.015	-0.068	-2.606
-91.0	-0.015	1.03102	-0.043	0.002	0.548	0.031	0.732	-0.014	-0.951	-2.617
-90.0	-0.015	0.94646	-0.043	0.002	0.549	0.031	0.740	-0.016	-1.314	-2.619
-89.0	-0.015	0.96660	-0.043	0.002	0.550	0.031	0.747	-0.015	-0.520	-2.625
-88.0	-0.015	0.99193	-0.043	0.002	0.551	0.031	0.754	-0.015	-4.079	-2.628
-87.0	-0.015	0.91567	-0.043	0.002	0.552	0.031	0.761	-0.016	0.231	-2.622
-86.0	-0.013	1.39720	-0.043	0.518	0.008	0.665	0.036	-0.009	0.203	-3.148
-85.0	-0.013	1.38528	-0.042	0.517	0.008	0.659	0.036	-0.009	82.152	-3.134
-84.0	-0.013	1.37418	-0.042	0.516	0.008	0.653	0.036	-0.009	13.402	-3.117
-83.0	-0.013	1.36374	-0.042	0.515	0.008	0.646	0.036	-0.009	7.351	-3.098
-82.0	-0.013	1.35389	-0.042	0.514	0.008	0.640	0.036	-0.009	5.157	-3.075
-81.0	-0.013	1.34458	-0.042	0.513	0.008	0.634	0.036	-0.009	3.951	-3.049
-80.0	-0.013	1.33479	-0.042	0.512	0.008	0.628	0.036	-0.010	3.205	-3.021
-79.0	-0.013	1.32517	-0.041	0.511	0.008	0.621	0.036	-0.010	2.697	-2.990
-78.0	-0.013	1.31568	-0.041	0.510	0.008	0.615	0.036	-0.010	2.329	-2.956
-77.0	-0.013	1.30628	-0.041	0.508	0.008	0.608	0.036	-0.010	2.020	-2.920
-76.0	-0.013	1.29697	-0.041	0.507	0.008	0.603	0.036	-0.010	1.799	-2.882
-75.0	-0.013	1.28777	-0.041	0.506	0.008	0.596	0.036	-0.010	1.598	-2.840
-74.0	-0.013	1.27870	-0.041	0.504	0.008	0.591	0.036	-0.010	1.567	-2.798
-73.0	-0.013	1.26983	-0.040	0.504	0.008	0.582	0.036	-0.011	1.608	-2.749
-72.0	-0.014	1.26118	-0.040	0.504	0.008	0.572	0.036	-0.011	1.545	-2.699
-71.0	-0.014	1.25288	-0.040	0.504	0.008	0.562	0.036	-0.011	1.293	-2.645
-70.0	-0.014	1.25668	-0.040	0.504	0.007	0.550	0.036	-0.011	1.292	-2.594
-69.0	-0.014	1.24824	-0.039	0.504	0.007	0.537	0.036	-0.011	1.431	-2.534
-68.0	-0.014	1.24049	-0.039	0.504	0.007	0.525	0.036	-0.012	1.381	-2.473
-67.0	-0.015	1.23370	-0.039	0.504	0.007	0.511	0.036	-0.012	1.306	-2.409
-66.0	-0.015	1.17149	-0.039	0.504	0.007	0.504	0.036	-0.013	0.833	-2.345
-65.0	-0.015	1.16471	-0.039	0.504	0.007	0.504	0.036	-0.013	0.453	-2.293
-64.0	-0.015	1.16005	-0.039	0.504	0.007	0.504	0.036	-0.013	0.430	-2.240
-63.0	-0.016	1.15546	-0.038	0.504	0.007	0.504	0.036	-0.014	0.536	-2.185
-62.0	-0.016	1.10113	-0.038	0.504	0.007	0.504	0.035	-0.015	0.508	-2.124
-61.0	-0.017	1.09671	-0.038	0.504	0.007	0.504	0.035	-0.015	0.376	-2.067
-60.0	-0.017	1.09486	-0.038	0.504	0.007	0.504	0.035	-0.015	0.357	-2.009
-59.0	-0.017	1.04645	-0.038	0.504	0.007	0.504	0.035	-0.017	0.339	-1.951
-58.0	-0.018	1.04312	-0.038	0.504	0.007	0.504	0.035	-0.017	0.420	-1.891
-57.0	-0.018	0.99896	-0.038	0.504	0.007	0.504	0.035	-0.018	0.402	-1.827
-56.0	-0.019	0.99779	-0.038	0.504	0.007	0.504	0.035	-0.019	0.386	-1.767
-55.0	-0.019	0.96005	-0.038	0.504	0.007	0.504	0.034	-0.020	0.372	-1.702
-54.0	-0.020	0.96195	-0.038	0.504	0.007	0.504	0.034	-0.021	0.359	-1.641
-53.0	-0.021	0.92648	-0.038	0.504	0.007	0.504	0.034	-0.022	0.411	-1.576
-52.0	-0.021	0.89553	-0.038	0.504	0.007	0.504	0.034	-0.024	0.275	-1.511
-51.0	-0.022	0.88873	-0.038	0.504	0.007	0.504	0.034	-0.025	0.269	-1.454
-50.0	-0.023	0.85928	-0.038	0.504	0.007	0.504	0.034	-0.027	0.369	-1.390
-49.0	-0.024	0.83386	-0.038	0.504	0.007	0.504	0.033	-0.029	-2.661	-1.326
-48.0	-0.025	0.81333	-0.043	0.993	0.007	0.994	0.033	-0.030	-2.450	-1.483
-47.0	-0.026	0.79544	-0.043	0.994	0.007	0.994	0.033	-0.032	0.400	-1.411
-46.0	-0.027	0.75253	-0.043	0.994	0.007	0.994	0.032	-0.036	0.387	-1.336
-45.0	-0.028	0.74003	-0.042	0.993	0.007	0.994	0.031	-0.038	0.376	-1.266
-44.0	-0.029	0.71001	-0.042	0.993	0.007	0.994	0.031	-0.041	0.283	-1.193
-43.0	-0.031	0.69403	-0.042	0.993	0.006	0.994	0.031	-0.044	0.279	-1.132
-42.0	-0.032	0.66848	-0.042	0.993	0.006	0.994	0.030	-0.048	0.493	-1.062
-41.0	-0.034	0.63203	-0.042	0.993	0.006	0.994	0.028	-0.053	0.477	-0.984
-40.0	-0.035	0.61986	-0.041	0.993	0.006	0.994	0.027	-0.057	0.301	-0.917
-39.0	-0.037	0.59224	-0.041	0.992	0.006	0.994	0.027	-0.063	0.328	-0.858
-38.0	-0.039	0.56798	-0.041	0.993	0.006	0.994	0.026	-0.069	0.407	-0.792
-37.0	-0.042	0.55005	-0.041	0.992	0.006	0.994	0.025	-0.076	0.315	-0.727
-36.0	-0.044	0.51774	-0.041	0.992	0.006	0.994	0.025	-0.085	0.312	-0.673
-35.0	-0.047	0.51286	-0.040	0.992	0.006	0.994	0.024	-0.091	0.354	-0.612
-34.0	-0.050	0.48849	-0.040	0.992	0.006	0.994	0.023	-0.102	0.280	-0.556
-33.0	-0.053	0.46638	-0.040	0.992	0.005	0.994	0.023	-0.114	0.256	-0.507
-32.0	-0.057	0.44988	-0.040	0.991	0.005	0.994	0.023	-0.126	0.293	-0.458
-31.0	-0.061	0.41368	-0.040	0.992	0.005	0.994	0.022	-0.147	0.289	-0.407
-30.0	-0.065	0.39367	-0.040	0.992	0.005	0.994	0.021	-0.165	0.254	-0.362
-29.0	-0.070	0.36407	-0.040	0.991	0.005	0.994	0.021	-0.192	0.238	-0.320
-28.0	-0.075	0.35085	-0.040	0.991	0.005	0.994	0.021	-0.215	0.266	-0.280
-27.0	-0.081	0.31888	-0.040	0.991	0.005	0.994	0.021	-0.255	0.276	-0.238
-26.0	-0.088	0.30558	-0.040	0.991	0.005	0.994	0.020	-0.288	0.252	-0.200
-25.0	-0.096	0.28009	-0.040	0.990	0.005	0.993	0.020	-0.341	0.262	-0.165
-24.0	-0.104	0.26249	-0.039	0.990	0.005	0.993	0.019	-0.396	0.279	-0.130
-23.0	-0.113	0.24444	-0.039	0.990	0.004	0.994	0.019	-0.463	0.259	-0.096
-22.0	-0.124	0.22114	-0.039	0.990	0.004	0.994	0.019	-0.558	0.275	-0.068
-21.0	-0.135	0.20764	-0.039	0.990	0.004	0.994	0.017	-0.650	0.273	-0.036
-20.0	-0.148	0.19013	-0.039	0.990	0.004	0.993	0.017	-0.778	0.280	-0.012
-19.0	-0.162	0.17468	-0.038	0.990	0.004	0.993	0.015	-0.927	0.298	0.016
-18.0	-0.178	0.16008	-0.037	0.990	0.004	0.994	0.014	-1.109	0.278	0.040
-17.0	-0.194	0.16147	-0.037	0.989	0.004	0.993	0.013	-1.204	0.278	0.060
-16.0	-0.213	0.14580	-0.036	0.989	0.004	0.992	0.012	-1.458	0.277	0.079
-15.0	-0.231	0.12747	-0.036	0.989	0.003	0.992	0.011	-1.815	0.269	0.095
-14.0	-0.250	0.11449	-0.036	0.989	0.003	0.992	0.011	-2.184	0.282	0.108
-13.0	-0.267	0.10094	-0.035	0.989	0.003	0.992	0.009	-2.650	0.281	0.120
-12.0	-0.282	0.09007	-0.035	0.988	0.003	0.992	0.009	-3.128	0.260	0.127
-11.0	-0.290	0.07848	-0.035	0.988	0.003	0.991	0.009	-3.700	0.369	0.131
-10.0	-0.290	0.06948	-0.034	0.988	0.003	0.991	0.008	-4.174	0.142	0.134
-9.0	-0.277	0.06081	-0.033	0.987	0.003	0.990	0.007	-4.563	0.216	0.131
-8.0	-0.250	0.05392	-0.032	0.987	0.003	0.990	0.006	-4.628	0.221	0.121
-7.0	-0.205	0.05158	-0.031	0.986	0.002	0.990	0.005	-3.969	0.227	0.098
-6.0	-0.143	0.04392	-0.030	0.986	0.002	0.990	0.004	-3.264	0.240	0.042
-5.0	-0.068	0.03802	-0.030	0.984	0.002	0.989	0.004	-1.785	0.255	-0.187
-4.0	0.018	0.03383	-0.031	0.980	0.002	0.989	0.004	0.529	0.294	1.961
-3.0	0.110	0.03063	-0.037	0.977	0.003	0.989	0.012	3.588	0.506	0.591
-2.0	0.255	0.00719	-0.091	0.844	0.005	0.998	0.999	35.444	0.456	0.608
-1.0	0.373	0.00804	-0.091	0.418	0.609	1.000	0.999	46.317	0.252	0.495
-0.0	0.488	0.00770	-0.092	0.362	0.982	1.000	0.995	63.429	0.252	0.438
1.0	0.604	0.00819	-0.092	0.329	0.985	1.000	0.995	73.790	0.252	0.402
2.0	0.720	0.00870	-0.092	0.305	0.987	1.000	0.995	82.670	0.252	0.378
3.0	0.834	0.00792	-0.092	0.283	0.989	0.998	0.995	105.261	0.252	0.361
4.0	0.947	0.00856	-0.092	0.249	0.991	0.998	0.995	110.585	0.252	0.348
5.0	1.058	0.00922	-0.093	0.223	0.993	0.997	0.995	114.748	0.252	0.338
6.0	1.155	0.01012	-0.093	0.187	0.993	0.996	0.996	114.151	0.252	0.330
7.0	1.233	0.01423	-0.093	0.001	0.993	0.994	0.996	86.617	0.252	0.325
8.0	1.284	0.01492	-0.093	0.001	0.994	0.990	0.996	86.040	0.608	0.323
9.0	1.045	0.05644	-0.026	0.001	0.994	0.002	0.996	18.519	0.517	0.275
10.0	1.034	0.06492	-0.027	0.001	0.994	0.002	0.998	15.921	0.082	0.276
11.0	0.997	0.07362	-0.034	0.001	0.995	0.006	0.998	13.544	0.119	0.284
12.0	0.939	0.08381	-0.039	0.001	0.995	0.012	0.998	11.208	0.164	0.291
13.0	0.869	0.09496	-0.045	0.001	0.995	0.025	0.998	9.147	0.247	0.302
14.0	0.785	0.10891	-0.039	0.001	0.996	0.013	0.998	7.209	0.291	0.300
15.0	0.703	0.12205	-0.038	0.001	0.996	0.011	0.999	5.759	0.261	0.305
16.0	0.624	0.13719	-0.038	0.001	0.996	0.010	0.999	4.548	0.250	0.310
17.0	0.551	0.15346	-0.038	0.001	0.996	0.011	0.999	3.592	0.258	0.320
18.0	0.485	0.17126	-0.037	0.001	0.997	0.008	0.999	2.834	0.264	0.325
19.0	0.427	0.19304	-0.037	0.001	0.997	0.008	0.999	2.214	0.240	0.336
20.0	0.377	0.21171	-0.038	0.001	0.998	0.009	0.999	1.779	0.231	0.350
21.0	0.333	0.22811	-0.038	0.001	0.998	0.010	0.999	1.458	0.231	0.365
22.0	0.295	0.24957	-0.039	0.001	0.998	0.011	0.998	1.180	0.224	0.383
23.0	0.262	0.27353	-0.040	0.001	0.999	0.013	0.999	0.956	0.239	0.404
24.0	0.233	0.29151	-0.040	0.002	0.998	0.012	0.998	0.799	0.234	0.422
25.0	0.208	0.31933	-0.041	0.001	0.998	0.014	0.998	0.653	0.204	0.448
26.0	0.187	0.34470	-0.042	0.001	0.998	0.016	0.998	0.543	0.243	0.475
27.0	0.168	0.37571	-0.041	0.002	0.999	0.015	0.999	0.448	0.247	0.496
28.0	0.152	0.40207	-0.042	0.002	0.999	0.016	0.999	0.379	0.197	0.527
29.0	0.138	0.43154	-0.043	0.002	0.999	0.017	0.999	0.320	0.234	0.562
30.0	0.126	0.45494	-0.043	0.002	0.999	0.016	0.999	0.276	0.246	0.589
31.0	0.115	0.49467	-0.043	0.002	0.999	0.017	0.999	0.232	0.207	0.626
32.0	0.105	0.52677	-0.044	0.002	0.999	0.018	0.999	0.199	0.204	0.664
33.0	0.097	0.55198	-0.044	0.002	0.999	0.019	0.999	0.175	0.209	0.706
34.0	0.089	0.58252	-0.044	0.002	0.999	0.019	0.999	0.153	0.206	0.747
35.0	0.082	0.60715	-0.045	0.002	0.999	0.020	0.999	0.135	0.180	0.793
36.0	0.076	0.65495	-0.045	0.002	0.999	0.021	0.999	0.116	0.209	0.842
37.0	0.071	0.68646	-0.045	0.002	0.999	0.021	0.999	0.103	0.220	0.888
38.0	0.066	0.70815	-0.045	0.002	0.998	0.022	0.998	0.093	0.173	0.939
39.0	0.061	0.73027	-0.046	0.002	0.998	0.023	0.998	0.084	0.133	0.995
40.0	0.058	0.77929	-0.046	0.002	0.999	0.024	0.999	0.074	0.211	1.056
41.0	0.054	0.80497	-0.046	0.002	0.999	0.023	0.999	0.067	0.266	1.105
42.0	0.051	0.83152	-0.046	0.002	0.999	0.024	0.999	0.061	0.145	1.163
43.0	0.048	0.87183	-0.047	0.002	0.998	0.025	0.998	0.055	0.115	1.230
44.0	0.045	0.91392	-0.047	0.002	0.999	0.026	0.999	0.049	1.284	1.294
45.0	0.043	0.93220	-0.041	0.002	0.524	0.026	0.525	0.046	1.434	1.223
46.0	0.040	0.97855	-0.041	0.002	0.524	0.026	0.525	0.041	0.230	1.277
47.0	0.038	1.01142	-0.042	0.002	0.524	0.027	0.525	0.038	0.203	1.335
48.0	0.036	1.04980	-0.042	0.002	0.524	0.027	0.525	0.035	0.201	1.394
49.0	0.035	1.09394	-0.042	0.002	0.524	0.027	0.525	0.032	0.200	1.454
50.0	0.033	1.14463	-0.042	0.002	0.524	0.028	0.525	0.029	0.298	1.515
51.0	0.032	1.15668	-0.042	0.003	0.524	0.027	0.525	0.027	0.304	1.567
52.0	0.030	1.21046	-0.042	0.003	0.524	0.027	0.525	0.025	0.232	1.629
53.0	0.029	1.22406	-0.042	0.003	0.524	0.027	0.525	0.024	0.234	1.688
54.0	0.028	1.28806	-0.042	0.003	0.524	0.028	0.525	0.022	0.235	1.751
55.0	0.027	1.30655	-0.042	0.003	0.524	0.028	0.525	0.020	0.288	1.811
56.0	0.026	1.32763	-0.042	0.003	0.524	0.028	0.524	0.019	0.240	1.870
57.0	0.025	1.36226	-0.042	0.003	0.524	0.028	0.525	0.018	0.129	1.934
58.0	0.024	1.43505	-0.042	0.003	0.524	0.029	0.525	0.017	0.129	2.002
59.0	0.023	1.45524	-0.042	0.003	0.524	0.029	0.525	0.016	0.189	2.065
60.0	0.022	1.48183	-0.042	0.003	0.524	0.029	0.525	0.015	0.190	2.128
61.0	0.022	1.51496	-0.042	0.003	0.524	0.030	0.525	0.014	0.262	2.191
62.0	0.021	1.48582	-0.042	0.003	0.524	0.030	0.525	0.014	0.203	2.248
63.0	0.020	1.52741	-0.042	0.003	0.524	0.030	0.530	0.013	-0.065	2.313
64.0	0.020	1.57643	-0.042	0.003	0.524	0.030	0.544	0.013	-0.085	2.385
65.0	0.019	1.55838	-0.042	0.003	0.524	0.030	0.557	0.012	-0.055	2.457
66.0	0.019	1.61649	-0.043	0.003	0.524	0.031	0.569	0.012	-0.051	2.535
67.0	0.018	1.60499	-0.043	0.003	0.524	0.031	0.582	0.011	-0.137	2.606
68.0	0.018	1.63983	-0.043	0.002	0.524	0.031	0.593	0.011	-0.217	2.686
69.0	0.017	1.71990	-0.043	0.002	0.524	0.032	0.603	0.010	0.028	2.759
70.0	0.017	1.71714	-0.043	0.002	0.525	0.032	0.611	0.010	0.196	2.825
71.0	0.016	1.71784	-0.043	0.002	0.526	0.032	0.617	0.010	0.245	2.887
72.0	0.016	1.72151	-0.043	0.002	0.528	0.032	0.623	0.009	0.131	2.947
73.0	0.016	1.79164	-0.043	0.002	0.529	0.032	0.629	0.009	0.123	3.011
74.0	0.015	1.79979	-0.043	0.002	0.531	0.032	0.636	0.009	0.272	3.068
75.0	0.015	1.81045	-0.043	0.002	0.532	0.032	0.641	0.008	0.292	3.123
76.0	0.015	1.82356	-0.043	0.002	0.533	0.032	0.647	0.008	0.294	3.176
77.0	0.015	1.83919	-0.043	0.002	0.535	0.032	0.654	0.008	0.286	3.226
78.0	0.014	1.83458	-0.043	0.002	0.536	0.032	0.660	0.008	0.300	3.275
79.0	0.014	1.85383	-0.043	0.002	0.537	0.032	0.667	0.008	0.327	3.321
